persona,class_type,credit_price,current_streak,social_score,days_since_last_booking,prob,booked
Boxing Baddie,HIIT,17,53,0.7004970215329711,16,0.26255101842701034,0
Pilates Princess,HIIT,9,76,0.77323636869294,29,0.40050009419248606,0
Lagree Loyalist,Boxing,12,47,0.3802364088761795,20,0.3645063433637777,0
Lagree Loyalist,Yoga Sculpt,8,65,0.8722424689768442,26,0.4758551643680974,0
HIIT Hustler,Reformer Pilates,10,74,0.6151527477877453,4,0.5256140143577813,1
Lagree Loyalist,Yoga Sculpt,10,90,0.030911707771677954,26,0.3632113359614622,0
Balanced Burner,Reformer Pilates,13,32,0.24765394643269312,8,0.3305488337966028,1
Boxing Baddie,Lagree,14,55,0.7213290543664841,7,0.422056853418471,1
Boxing Baddie,Lagree,6,46,0.5115470035655032,20,0.37514043056322816,0
Boxing Baddie,Yoga Sculpt,7,40,0.44113294380922596,1,0.567231967703208,0
Mindful Muse,Lagree,19,87,0.9693608339386923,13,0.34068218197148226,1
Pilates Princess,Lagree,16,85,0.4007379510704945,20,0.3419467066730948,1
Balanced Burner,HIIT,10,22,0.12055996603688446,19,0.24902257989921905,0
Pilates Princess,Reformer Pilates,6,35,0.3648131702648153,23,0.6288780362759656,0
Balanced Burner,Boxing,11,64,0.9646335364607836,20,0.3163471789676734,0
Pilates Princess,Lagree,18,87,0.8956359399199056,17,0.39958800957309426,1
HIIT Hustler,Heated Mat Pilates,11,76,0.8418484012359297,17,0.3669217366447853,1
Lagree Loyalist,HIIT,8,17,0.7799234795464677,10,0.5656080445244288,0
Lagree Loyalist,Reformer Pilates,9,6,0.5315555082631112,29,0.26833889993967536,0
HIIT Hustler,HIIT,8,39,0.35125847250651965,6,0.6543866096735371,0
Balanced Burner,Heated Mat Pilates,10,67,0.7844731726685127,15,0.5794075861616752,1
Mindful Muse,Boxing,14,83,0.21842254438020314,13,0.35786770228681575,0
Balanced Burner,Reformer Pilates,18,73,0.44353472747293154,17,0.21552469742193994,1
Lagree Loyalist,Yoga Sculpt,15,70,0.8435148958380461,23,0.3813337294186931,0
Mindful Muse,Yoga Sculpt,19,38,0.35932421729866537,24,0.27923280899350095,0
Pilates Princess,HIIT,8,42,0.7198991964147756,17,0.5199767598339885,1
Mindful Muse,Boxing,7,24,0.44773976313274544,1,0.5776407560528057,1
Balanced Burner,Yoga Sculpt,18,82,0.14036564308525368,18,0.19974477090100237,0
HIIT Hustler,Reformer Pilates,20,43,0.4651241899803651,19,0.1532334134500785,0
Pilates Princess,Heated Mat Pilates,18,83,0.00022940506097324231,10,0.37171059914925697,0
Balanced Burner,Heated Mat Pilates,11,92,0.7659706462949164,7,0.6813083980056545,0
Pilates Princess,Yoga Sculpt,15,68,0.2158689145708016,9,0.4496547994360905,1
Mindful Muse,Lagree,6,93,0.37122966706074545,16,0.506622579389597,1
Lagree Loyalist,Lagree,14,27,0.34930645665426807,20,0.476413487538866,1
Balanced Burner,Boxing,16,38,0.49617532340567294,11,0.27068550365992494,1
HIIT Hustler,Lagree,19,51,0.7453197878382906,29,0.12031992391225853,0
Mindful Muse,Yoga Sculpt,15,91,0.6552110506492945,20,0.5020210940570777,0
Balanced Burner,Yoga Sculpt,8,59,0.6443530930544111,14,0.41297167338527874,1
HIIT Hustler,Yoga Sculpt,8,25,0.959001948596915,17,0.34812313906480047,0
Balanced Burner,Reformer Pilates,13,0,0.073690504009566,24,0.1521427771790224,0
Mindful Muse,Lagree,17,10,0.15841999890782332,22,0.14974123853083973,0
Balanced Burner,HIIT,11,0,0.05558684697941185,4,0.36277871215537877,0
Pilates Princess,Boxing,8,44,0.28560144510004115,10,0.5554709048665465,1
Mindful Muse,Reformer Pilates,11,13,0.15762806933986173,14,0.3017562308893261,1
Balanced Burner,Boxing,11,84,0.3397443711961513,26,0.23901693649101544,0
Lagree Loyalist,Boxing,8,64,0.5692379949762024,10,0.6256366208555495,0
Balanced Burner,Reformer Pilates,17,13,0.13872778431138688,12,0.20531806088801885,1
Pilates Princess,Yoga Sculpt,16,9,0.12319323886812483,7,0.3720567544799827,1
HIIT Hustler,Yoga Sculpt,16,55,0.6143304728384831,4,0.3750292423976277,1
HIIT Hustler,Reformer Pilates,11,89,0.24425277857825,3,0.5165628961462138,1
HIIT Hustler,Yoga Sculpt,16,98,0.27067801281555093,18,0.26643290916909157,0
Lagree Loyalist,Lagree,15,83,0.29072209065823695,10,0.6766531571491813,1
Pilates Princess,Reformer Pilates,17,2,0.2375495684760267,10,0.5171869221233013,0
Mindful Muse,Boxing,13,88,0.5972119798480546,22,0.3158056097883762,1
HIIT Hustler,Reformer Pilates,14,49,0.1363574341049517,24,0.17710398911774966,0
Pilates Princess,Reformer Pilates,8,23,0.2765829175610517,28,0.5033228157770926,1
Balanced Burner,Yoga Sculpt,7,50,0.9819546155062874,23,0.3395245685012763,0
Lagree Loyalist,Reformer Pilates,15,69,0.38993283598507444,6,0.5214767026206236,1
Pilates Princess,HIIT,15,59,0.5166741428509078,1,0.5752580882971986,1
Pilates Princess,HIIT,17,65,0.2825391464367959,12,0.37901516902218546,1
Mindful Muse,Lagree,20,93,0.7409801660727812,4,0.41444788937400684,1
Pilates Princess,Reformer Pilates,12,3,0.5316778724873785,10,0.6504093274708319,1
Mindful Muse,Reformer Pilates,17,97,0.40596743257350953,25,0.22000915437222915,1
Lagree Loyalist,Boxing,13,83,0.9784309874641169,27,0.41606664472963867,0
Lagree Loyalist,Yoga Sculpt,18,98,0.027799535025438193,15,0.35679082906281495,0
Balanced Burner,Boxing,16,17,0.19987492840930532,13,0.21669394613477264,0
Mindful Muse,Heated Mat Pilates,14,68,0.9356711002857436,29,0.23366488994486423,0
Mindful Muse,Boxing,6,14,0.9951360242768134,8,0.5503424455295451,0
HIIT Hustler,Heated Mat Pilates,18,33,0.5329515241904427,0,0.3431891008272691,0
HIIT Hustler,Reformer Pilates,6,39,0.9068943674643665,28,0.2819252535680817,1
Balanced Burner,Lagree,16,37,0.6966814951619974,0,0.4046816606970992,1
Lagree Loyalist,HIIT,6,18,0.9533530104825672,4,0.6976245920568962,1
Boxing Baddie,Reformer Pilates,16,63,0.4048283805717292,17,0.25719752161662757,0
HIIT Hustler,Reformer Pilates,9,84,0.6106447458897547,12,0.46286685183740345,0
Pilates Princess,Lagree,20,67,0.8419570636909436,13,0.37894667115977937,1
Lagree Loyalist,Lagree,17,20,0.17159864254695778,13,0.4633058861932338,1
Boxing Baddie,Heated Mat Pilates,8,30,0.1560129255553614,15,0.3225683659668367,0
Pilates Princess,Reformer Pilates,12,53,0.41694403440378036,0,0.7880935700091267,1
Mindful Muse,Reformer Pilates,20,89,0.13094586855563772,7,0.3178604831996655,1
Lagree Loyalist,Yoga Sculpt,11,73,0.25023463715795713,5,0.599682119753544,1
Balanced Burner,HIIT,8,7,0.6684959577224338,4,0.47391091196787793,1
Mindful Muse,Yoga Sculpt,17,81,0.16795198161142888,24,0.35278512070769735,0
Mindful Muse,Yoga Sculpt,8,17,0.6757140143482593,2,0.7373587681732936,1
Pilates Princess,HIIT,10,57,0.41457821659730953,27,0.34125401528353344,0
Mindful Muse,Reformer Pilates,9,76,0.9906226951872279,10,0.557802681505237,1
HIIT Hustler,Heated Mat Pilates,14,65,0.8473994614513571,5,0.4351719368841164,1
Lagree Loyalist,HIIT,17,9,0.795280072346687,6,0.4229116807014171,0
HIIT Hustler,Lagree,6,48,0.29680740555967344,25,0.28803273890209613,0
Pilates Princess,Reformer Pilates,6,44,0.7909722982909273,19,0.728195430906829,1
Boxing Baddie,HIIT,18,63,0.39971033030392744,4,0.360511487747842,1
Pilates Princess,HIIT,17,13,0.5724337296812724,10,0.37547883035140656,1
Lagree Loyalist,Boxing,17,66,0.46231799620770364,23,0.2881042266335657,0
Mindful Muse,HIIT,10,43,0.771063656149428,16,0.3932730888274408,1
Balanced Burner,Heated Mat Pilates,20,64,0.5458066694915629,5,0.48344155756782936,0
Pilates Princess,Yoga Sculpt,13,78,0.6270144002742649,7,0.577741097246836,1
Lagree Loyalist,Yoga Sculpt,9,44,0.5585718987732003,12,0.541688775626121,0
Balanced Burner,Boxing,20,97,0.8960600009448858,25,0.1685159097111314,0
Mindful Muse,HIIT,14,35,0.9466242735593934,0,0.5171556902985265,0
Boxing Baddie,HIIT,19,38,0.4298352650361853,15,0.1957483412656345,0
Pilates Princess,Yoga Sculpt,19,73,0.5074131546890053,16,0.3315255217878949,0
Boxing Baddie,Heated Mat Pilates,12,56,0.17307361516044673,7,0.3966452106074094,0
Lagree Loyalist,Reformer Pilates,8,76,0.31141479972510366,5,0.669261953125484,0
Boxing Baddie,Yoga Sculpt,11,30,0.7584595574835945,11,0.38207026519882353,1
Boxing Baddie,HIIT,11,24,0.6440224712828148,0,0.4895043509000928,1
Lagree Loyalist,Heated Mat Pilates,10,20,0.6076391075951151,3,0.5925660390442282,1
Lagree Loyalist,Heated Mat Pilates,19,7,0.4632209564954731,23,0.17710768268735247,0
Pilates Princess,Boxing,18,7,0.40487050663822977,22,0.21373369073014548,1
Boxing Baddie,HIIT,20,17,0.23361126620545436,24,0.09707160364494768,1
Balanced Burner,Lagree,13,16,0.9129557186279756,6,0.38080960499511857,0
Lagree Loyalist,Heated Mat Pilates,16,38,0.9749896161750831,27,0.28069713357051107,0
Mindful Muse,Yoga Sculpt,6,73,0.21419085913854097,29,0.4984190911820486,1
Boxing Baddie,Lagree,16,11,0.4117788198522917,9,0.2450645525162669,1
Lagree Loyalist,Boxing,17,53,0.17219662514139378,4,0.4420905309991028,1
Balanced Burner,Reformer Pilates,16,68,0.7097109546402223,4,0.3948222116036322,0
Pilates Princess,Yoga Sculpt,18,19,0.6637789694203895,17,0.2966898797997352,0
Boxing Baddie,Boxing,15,41,0.021290394560660952,5,0.507410756590329,1
Lagree Loyalist,Boxing,9,95,0.3115053892974696,10,0.6287605512105094,1
Lagree Loyalist,Boxing,12,36,0.3241256969850701,12,0.43106076199595866,1
Mindful Muse,HIIT,11,97,0.7165597444038315,18,0.42277888350835513,1
Mindful Muse,Lagree,19,26,0.17538964389395661,28,0.10969657928420323,0
Boxing Baddie,Boxing,12,70,0.9209669347479865,6,0.7171733602470501,0
Lagree Loyalist,Boxing,19,15,0.08157661079704492,13,0.23128776287033245,0
Boxing Baddie,Boxing,8,14,0.21420171824874323,28,0.3302843783871082,0
Lagree Loyalist,Yoga Sculpt,8,60,0.02516506771532323,0,0.6581585981379648,1
Mindful Muse,Boxing,6,59,0.9917466098495529,26,0.39429317362420946,1
Balanced Burner,Heated Mat Pilates,12,0,0.8297442758311367,10,0.5222161833544164,0
HIIT Hustler,HIIT,9,17,0.6784608905527352,6,0.6230556477324691,1
HIIT Hustler,Lagree,14,82,0.9866614729024643,6,0.46256976730688654,1
Lagree Loyalist,Heated Mat Pilates,10,88,0.016048867895427144,13,0.5159019653683581,1
Mindful Muse,Boxing,10,55,0.8378613296538099,19,0.3811062345163373,1
Pilates Princess,HIIT,14,64,0.6846448477818952,4,0.5847545569281917,0
Pilates Princess,HIIT,17,95,0.15924019621098084,27,0.2395077943848065,0
HIIT Hustler,Lagree,6,95,0.7967121079454609,4,0.6511308353348355,0
Balanced Burner,Lagree,11,40,0.7774601024393167,28,0.20640025439559426,0
HIIT Hustler,Lagree,13,9,0.2979627572622904,3,0.34578673648437064,1
Lagree Loyalist,Yoga Sculpt,6,56,0.4756110551222169,8,0.6577687242118325,1
Balanced Burner,HIIT,17,30,0.03428955202080075,25,0.12458464133030701,0
Pilates Princess,Boxing,18,20,0.006039619851342604,3,0.38060521527666824,0
Mindful Muse,Reformer Pilates,15,0,0.2624043060761613,1,0.3670163308075512,0
Mindful Muse,Heated Mat Pilates,14,87,0.30539474362531893,2,0.506039180657885,1
Lagree Loyalist,Lagree,19,32,0.855231578258772,27,0.3773383394831388,0
HIIT Hustler,HIIT,13,89,0.4615640086654411,16,0.5303300171223372,1
Lagree Loyalist,Boxing,11,86,0.9414475030135132,28,0.44345998561717126,1
Mindful Muse,Heated Mat Pilates,14,18,0.6575215156968411,15,0.2892578103666361,1
Pilates Princess,Reformer Pilates,8,17,0.6245576734411108,12,0.7225766522474052,1
Mindful Muse,Heated Mat Pilates,9,45,0.3228004389580106,0,0.5693305100764982,0
Balanced Burner,Reformer Pilates,8,96,0.2317562519573666,19,0.3680775283326038,0
Boxing Baddie,Boxing,10,10,0.4624902396100551,19,0.41854361079198754,1
Mindful Muse,Lagree,16,74,0.7483824336469721,8,0.4166241836244648,0
Mindful Muse,Yoga Sculpt,17,95,0.36721679616163916,5,0.6240763655005764,1
Boxing Baddie,Reformer Pilates,6,98,0.8375298193371634,19,0.5425877870349741,0
Balanced Burner,Lagree,6,55,0.7013450355004132,3,0.5879272999866484,1
HIIT Hustler,Heated Mat Pilates,7,28,0.15707170543633941,10,0.39726394120636926,1
Mindful Muse,Boxing,18,2,0.3415734148650864,7,0.2608856157428628,0
Lagree Loyalist,Heated Mat Pilates,6,18,0.04698366986849145,17,0.4114898552683547,0
Mindful Muse,Heated Mat Pilates,8,67,0.3884069690513565,17,0.41759908745955326,0
Lagree Loyalist,Boxing,7,98,0.4831399965296478,29,0.46602344186476713,0
Balanced Burner,Boxing,15,34,0.8309459877600095,29,0.15049599236989128,0
Mindful Muse,Yoga Sculpt,12,44,0.40985671754650155,19,0.47949717494510313,1
Balanced Burner,HIIT,18,10,0.6196103121941381,27,0.11363705131069236,0
Balanced Burner,Reformer Pilates,13,82,0.3589472017795231,11,0.3607026288845455,0
HIIT Hustler,Boxing,7,49,0.6867048324523775,11,0.4598395625436667,0
Mindful Muse,HIIT,19,51,0.17321994587861544,20,0.17585132921566243,0
Lagree Loyalist,Heated Mat Pilates,9,24,0.21829248586514438,27,0.2794836108749906,0
Lagree Loyalist,Yoga Sculpt,13,83,0.85928556026719,18,0.5098915433175011,1
Mindful Muse,Lagree,16,84,0.35622111122687194,3,0.4542504295346312,0
Boxing Baddie,Yoga Sculpt,15,74,0.25010091798479206,15,0.2975588633562886,0
HIIT Hustler,Boxing,6,15,0.011773201689683876,7,0.42031801709956446,0
HIIT Hustler,HIIT,16,25,0.7173875962694932,25,0.28094403197983675,0
HIIT Hustler,Heated Mat Pilates,13,73,0.46799885509710326,15,0.3233102858991347,0
Lagree Loyalist,Reformer Pilates,18,70,0.17348858597139016,23,0.24491726832394559,1
Balanced Burner,Yoga Sculpt,13,4,0.8749640707000081,10,0.31918694687716065,0
Boxing Baddie,HIIT,7,0,0.7984151936919575,4,0.4848065781380145,1
HIIT Hustler,HIIT,8,29,0.2770043266740875,15,0.5240068511521165,0
Lagree Loyalist,Lagree,14,23,0.22253278997458437,0,0.689443665494943,0
Lagree Loyalist,Reformer Pilates,15,19,0.4168771313104209,1,0.48803385503644087,1
Balanced Burner,HIIT,18,90,0.36489596534530855,25,0.1637576037194989,0
Mindful Muse,Reformer Pilates,10,48,0.15709124225156346,14,0.36605850443064597,0
Mindful Muse,Heated Mat Pilates,12,14,0.9811928484518521,0,0.5290864078547297,0
HIIT Hustler,Boxing,10,88,0.33439227474658473,3,0.5414838389814609,1
HIIT Hustler,Yoga Sculpt,19,46,0.5301811559510496,11,0.23344755788559468,0
Boxing Baddie,HIIT,15,37,0.7428367512727827,26,0.18308543374429753,0
Balanced Burner,Heated Mat Pilates,7,70,0.9277366954736239,6,0.744277486990629,0
HIIT Hustler,Lagree,7,96,0.14910639236392742,19,0.40293082459630664,1
Balanced Burner,Reformer Pilates,6,10,0.14161887925963623,4,0.47813536882535435,0
Lagree Loyalist,Boxing,11,44,0.6064234084485804,2,0.6308474369846958,1
HIIT Hustler,Heated Mat Pilates,12,12,0.260729962242504,0,0.4018455923172911,0
Lagree Loyalist,Reformer Pilates,10,47,0.6658202070631251,0,0.6847077512591977,1
Pilates Princess,Boxing,8,54,0.1586920223038264,8,0.5767256218513629,1
Balanced Burner,Reformer Pilates,19,3,0.577353123196653,11,0.20072101991710428,0
Pilates Princess,HIIT,16,29,0.7324990609212433,21,0.30602896488314163,1
HIIT Hustler,Reformer Pilates,15,47,0.7220549268458637,26,0.17445405286811938,0
Lagree Loyalist,Heated Mat Pilates,18,98,0.727774095989056,20,0.39667575992914955,1
HIIT Hustler,Lagree,20,84,0.6490215660994223,21,0.18735433263736814,0
Pilates Princess,HIIT,18,66,0.9927871640875496,5,0.534045632033617,0
HIIT Hustler,Yoga Sculpt,15,69,0.9611340708153577,8,0.39444640939555253,1
Boxing Baddie,Lagree,14,55,0.09552452613420859,9,0.32580117947892684,0
Mindful Muse,Heated Mat Pilates,16,44,0.3707084201615365,9,0.3278959941782274,1
Pilates Princess,HIIT,16,2,0.8099200607893666,23,0.26599467967934304,0
HIIT Hustler,Boxing,17,15,0.4580694567424073,22,0.13972460783467033,0
Lagree Loyalist,Boxing,20,10,0.29619500323817904,23,0.15547583956045963,0
HIIT Hustler,Reformer Pilates,13,51,0.8884904346282925,28,0.1952182640728507,0
Lagree Loyalist,Lagree,7,71,0.3880565463214879,5,0.8307333985162823,1
Mindful Muse,HIIT,8,89,0.026532278752010696,20,0.3786253309207069,1
HIIT Hustler,Yoga Sculpt,12,50,0.45877074155643693,20,0.25495286924845073,1
Mindful Muse,Yoga Sculpt,16,9,0.4032422500697782,12,0.4342079355260073,0
Pilates Princess,Yoga Sculpt,14,96,0.21953823301540498,1,0.6034280001530574,1
Lagree Loyalist,Boxing,19,33,0.3593907367321384,20,0.22437236148663575,0
Boxing Baddie,HIIT,7,92,0.12321038473144308,22,0.3845228021945238,1
Pilates Princess,Lagree,15,82,0.5731425708471377,17,0.4125512144014624,0
Lagree Loyalist,Reformer Pilates,19,24,0.41980487103324315,18,0.2357510741646807,0
Mindful Muse,Lagree,12,21,0.10648554962394197,15,0.28061646902549187,1
Balanced Burner,Reformer Pilates,13,90,0.9948059665251492,2,0.5270839113103628,1
HIIT Hustler,Lagree,11,14,0.9762418060821771,17,0.2810766256557439,0
Mindful Muse,Lagree,11,52,0.8560302362068214,14,0.4193145393628046,0
Lagree Loyalist,HIIT,13,90,0.24845238615065157,14,0.48227528818091425,0
Lagree Loyalist,Yoga Sculpt,20,16,0.09550682680253186,27,0.12295974098999211,0
Lagree Loyalist,Yoga Sculpt,16,0,0.39019491482630175,19,0.2322084083320105,0
Lagree Loyalist,Yoga Sculpt,8,6,0.7736252378899793,14,0.4930442344536607,0
HIIT Hustler,Yoga Sculpt,20,40,0.8708458633932435,16,0.18865915928924068,1
Pilates Princess,Lagree,13,82,0.3921410360872002,9,0.5289850953330282,0
Boxing Baddie,Yoga Sculpt,18,60,0.4121080356123551,2,0.37896443664793,0
Balanced Burner,Lagree,17,52,0.007939543894933565,14,0.2145661535404111,0
HIIT Hustler,Reformer Pilates,19,80,0.8508808433810913,20,0.21336907739959068,0
Lagree Loyalist,Heated Mat Pilates,16,6,0.37763019939725984,19,0.2395001483504415,0
HIIT Hustler,Heated Mat Pilates,15,31,0.9868050237535027,6,0.35733302116742877,0
Mindful Muse,Reformer Pilates,18,38,0.346946321886321,2,0.360493819955196,1
Boxing Baddie,Lagree,20,88,0.002737126160249237,28,0.12935976587316786,0
Lagree Loyalist,Yoga Sculpt,6,24,0.2174118099114951,0,0.6553064180502219,1
Balanced Burner,HIIT,7,80,0.5423094127122424,5,0.5628391852512236,1
Lagree Loyalist,Lagree,18,10,0.7990603583409112,1,0.6613769068182698,0
Boxing Baddie,Lagree,11,19,0.023174921675262472,27,0.148373849750088,1
Balanced Burner,Reformer Pilates,7,35,0.013819274599217057,28,0.2174048519225635,0
Boxing Baddie,Reformer Pilates,19,60,0.27018264370745326,15,0.2150231250202985,0
Balanced Burner,HIIT,15,37,0.18027624330529557,28,0.1345961891430798,0
Pilates Princess,Yoga Sculpt,7,5,0.48547740763486413,29,0.3225098585902504,0
Pilates Princess,Heated Mat Pilates,8,66,0.8982229634083672,21,0.5222631400094089,1
HIIT Hustler,Boxing,8,44,0.23262902978367672,7,0.4471453814709322,1
HIIT Hustler,Yoga Sculpt,9,26,0.3648906100015641,7,0.40648081244635714,1
Balanced Burner,Yoga Sculpt,14,66,0.7236195463733085,7,0.3958196336830313,1
Lagree Loyalist,Boxing,14,9,0.552082891512681,28,0.21135947278476916,1
Mindful Muse,Boxing,16,9,0.18405770217371775,8,0.2784070556650868,0
Mindful Muse,Lagree,7,54,0.27998017534197284,24,0.32651102077089494,1
Lagree Loyalist,HIIT,7,30,0.7669438924674924,7,0.6434033098672375,1
Lagree Loyalist,Lagree,20,5,0.11348243605435493,13,0.36774325437808797,0
Pilates Princess,Reformer Pilates,19,23,0.04014830641212874,7,0.5162627997739722,0
Mindful Muse,Boxing,18,78,0.8105160548254956,23,0.23186795922856057,0
Balanced Burner,Heated Mat Pilates,11,78,0.04150686265998993,16,0.505612778920357,1
Boxing Baddie,HIIT,19,2,0.2736293163654677,18,0.12290696943163697,0
HIIT Hustler,HIIT,10,33,0.5792210082732947,3,0.6580837328213548,1
Boxing Baddie,Yoga Sculpt,10,46,0.020634792945363967,12,0.3372255809301882,0
Pilates Princess,Lagree,12,18,0.8989482664177914,18,0.420547595433232,0
Mindful Muse,Yoga Sculpt,19,29,0.9163326319477235,22,0.33638028483508065,1
Lagree Loyalist,Yoga Sculpt,14,33,0.38827783407552974,27,0.2363071388290174,1
Mindful Muse,HIIT,6,51,0.8448696937244731,27,0.35754119252086747,0
Balanced Burner,Heated Mat Pilates,10,61,0.02087439124427526,0,0.6923784312309759,1
Pilates Princess,Reformer Pilates,10,84,0.12081229595883003,5,0.7738896517594309,1
Lagree Loyalist,Yoga Sculpt,10,66,0.20533022510876342,1,0.6459303727848992,1
Boxing Baddie,Boxing,14,96,0.26996924405752176,14,0.5692972729435063,1
Balanced Burner,Heated Mat Pilates,16,80,0.6108269150542365,4,0.5994677941641172,1
Boxing Baddie,Boxing,11,33,0.9700685336047359,14,0.5749397347715577,1
HIIT Hustler,Yoga Sculpt,13,54,0.15648965160187034,9,0.33960541687877394,0
Pilates Princess,Heated Mat Pilates,19,97,0.8454070331809589,8,0.4969259178818546,0
Balanced Burner,Lagree,13,82,0.7673971180318565,10,0.4013649906628794,1
Balanced Burner,Boxing,11,0,0.3804571759502421,5,0.37382014614735465,1
Boxing Baddie,Reformer Pilates,11,70,0.568903130061369,1,0.5706372448431901,1
Lagree Loyalist,HIIT,15,58,0.35320451720267,9,0.4565902423955471,1
HIIT Hustler,Lagree,19,85,0.24293577372468422,14,0.2401022030354971,0
Boxing Baddie,Yoga Sculpt,13,32,0.1330793630192123,28,0.1436302040342286,0
Balanced Burner,Yoga Sculpt,19,36,0.6597204352376369,28,0.11485470931775202,0
Pilates Princess,Reformer Pilates,16,49,0.18102055990811905,4,0.6582511151515389,1
Balanced Burner,Boxing,6,69,0.8671397749197596,26,0.3374098931545629,0
Mindful Muse,Boxing,14,2,0.5969855480448489,14,0.2750388352477748,0
Pilates Princess,Reformer Pilates,18,34,0.684460844738711,28,0.37103724870493127,1
Pilates Princess,Reformer Pilates,16,15,0.617140539043446,1,0.7013155512699342,1
Balanced Burner,Yoga Sculpt,14,46,0.6431944671584191,17,0.2597935878417851,0
Lagree Loyalist,Yoga Sculpt,13,89,0.8951972357964592,11,0.612805001402712,0
Pilates Princess,HIIT,9,33,0.3235227645004084,17,0.4394883993121713,1
Mindful Muse,Reformer Pilates,16,34,0.711815553766578,25,0.19134817416261177,0
Boxing Baddie,Heated Mat Pilates,20,63,0.16575497104635672,14,0.2058503429051108,0
Lagree Loyalist,HIIT,16,40,0.6422226146732816,9,0.44406845660344263,0
Lagree Loyalist,Heated Mat Pilates,20,45,0.4055437700513307,13,0.3001310820657766,0
Lagree Loyalist,Lagree,6,4,0.845383597093055,11,0.7519855612858268,1
Pilates Princess,Reformer Pilates,7,59,0.34615077815910644,23,0.6360071056096959,0
Lagree Loyalist,HIIT,6,53,0.8552344104245128,6,0.722548949785189,1
Balanced Burner,Boxing,16,49,0.4571431651919411,0,0.4018273152576355,1
Lagree Loyalist,HIIT,17,17,0.8961301342918261,7,0.44119295396811475,1
Mindful Muse,Lagree,8,48,0.9991747626669713,22,0.3888069081380784,0
HIIT Hustler,Lagree,20,40,0.9803852390702738,16,0.19374074804355684,0
Mindful Muse,Lagree,14,23,0.4397821972860724,4,0.39985072617526085,0
Pilates Princess,HIIT,11,29,0.9660406390304183,12,0.5369376624321082,0
Lagree Loyalist,Yoga Sculpt,10,14,0.8491866091067185,11,0.5178703763141036,0
Lagree Loyalist,Heated Mat Pilates,20,81,0.012471921543668163,14,0.3005843374292419,0
Balanced Burner,Boxing,13,15,0.32600833546902297,29,0.13977049073669348,0
Boxing Baddie,Boxing,15,17,0.08962372010183517,2,0.4994529652309943,0
Lagree Loyalist,Heated Mat Pilates,8,90,0.13398856611969423,3,0.6921932736549479,1
Mindful Muse,Boxing,17,0,0.91090339738047,0,0.4023606527869214,0
Pilates Princess,Lagree,17,10,0.30129865915418996,23,0.2125955207420122,0
HIIT Hustler,Boxing,17,38,0.580831982918816,18,0.1947007151757766,1
Lagree Loyalist,Yoga Sculpt,15,73,0.4587616947216637,19,0.37971855543539257,1
HIIT Hustler,Yoga Sculpt,19,8,0.9213836160632703,7,0.2427640493756504,0
Lagree Loyalist,Lagree,8,38,0.2348582006227874,25,0.5386514624729442,0
Pilates Princess,Reformer Pilates,10,16,0.44165973886308374,28,0.47522776635193986,0
Boxing Baddie,HIIT,6,98,0.08536658173839318,21,0.42425828671882376,0
Mindful Muse,Reformer Pilates,19,34,0.6296305997675833,13,0.24709842679261923,0
Pilates Princess,Yoga Sculpt,12,73,0.8861081553572832,22,0.4373445994020561,0
HIIT Hustler,Lagree,8,32,0.3056504680187755,21,0.27402328443983487,1
Lagree Loyalist,HIIT,16,78,0.7933288281410379,7,0.5670922413544497,1
HIIT Hustler,Heated Mat Pilates,18,52,0.13505643631466735,6,0.28181364387905866,0
Mindful Muse,Boxing,7,63,0.4669498708895574,12,0.5011949848137148,1
Pilates Princess,Yoga Sculpt,12,72,0.27747014306406625,15,0.4473793400365487,1
HIIT Hustler,HIIT,6,72,0.6683726889763945,29,0.49362829661652363,1
HIIT Hustler,HIIT,6,26,0.689056303263748,26,0.45232450164634413,0
Mindful Muse,Reformer Pilates,14,21,0.40780169785672626,9,0.33606507555615106,1
Lagree Loyalist,Heated Mat Pilates,12,41,0.33424479726559686,13,0.4300975599925764,0
HIIT Hustler,Reformer Pilates,19,52,0.776355434091945,14,0.22739253314330218,0
Mindful Muse,Reformer Pilates,8,95,0.5427345015777362,12,0.5367072889773268,0
Lagree Loyalist,Reformer Pilates,10,80,0.5456307348096097,20,0.4918453333686108,1
Boxing Baddie,Reformer Pilates,18,64,0.7892317745054025,2,0.43305830070047413,1
Lagree Loyalist,Yoga Sculpt,7,45,0.6211699242538626,3,0.694809588864644,1
Boxing Baddie,Heated Mat Pilates,18,13,0.1491028191265743,3,0.25003069467448436,0
Pilates Princess,Reformer Pilates,10,30,0.10817558755894596,18,0.5754415065881907,1
Mindful Muse,Yoga Sculpt,14,71,0.25762149971581605,4,0.6477237443179653,1
Lagree Loyalist,Boxing,15,12,0.3674142161330236,28,0.18489158987434115,1
Boxing Baddie,Yoga Sculpt,18,4,0.2696074435793233,24,0.10255097977209127,0
Boxing Baddie,HIIT,20,27,0.23746207366440486,5,0.23356867327254227,0
Pilates Princess,HIIT,18,3,0.06078741383656361,3,0.3671166931962693,1
Balanced Burner,Lagree,10,28,0.5158796335264246,10,0.37631095483936366,1
Mindful Muse,Yoga Sculpt,18,74,0.02061736416506088,3,0.5651885603764342,0
Balanced Burner,Lagree,6,31,0.5167559991564846,7,0.4950068659276849,1
Lagree Loyalist,Yoga Sculpt,20,42,0.13706268908589792,4,0.358527169443124,1
Mindful Muse,Reformer Pilates,20,13,0.8743632171028004,2,0.33799215679150324,0
